"date","geography","geography code","Household Composition: All categories: Household composition; Bedrooms: All categories: Number of bedrooms; measures: Value","Household Composition: All categories: Household composition; Bedrooms: 1 bedroom; measures: Value","Household Composition: All categories: Household composition; Bedrooms: 2 bedrooms; measures: Value","Household Composition: All categories: Household composition; Bedrooms: 3 bedrooms; measures: Value","Household Composition: All categories: Household composition; Bedrooms: 4 or more bedrooms; measures: Value","Household Composition: One person household; Bedrooms: All categories: Number of bedrooms; measures: Value","Household Composition: One person household; Bedrooms: 1 bedroom; measures: Value","Household Composition: One person household; Bedrooms: 2 bedrooms; measures: Value","Household Composition: One person household; Bedrooms: 3 bedrooms; measures: Value","Household Composition: One person household; Bedrooms: 4 or more bedrooms; measures: Value","Household Composition: One family only: Total; Bedrooms: All categories: Number of bedrooms; measures: Value","Household Composition: One family only: Total; Bedrooms: 1 bedroom; measures: Value","Household Composition: One family only: Total; Bedrooms: 2 bedrooms; measures: Value","Household Composition: One family only: Total; Bedrooms: 3 bedrooms; measures: Value","Household Composition: One family only: Total; Bedrooms: 4 or more bedrooms; measures: Value","Household Composition: One family only: All aged 65 and over; Bedrooms: All categories: Number of bedrooms; measures: Value","Household Composition: One family only: All aged 65 and over; Bedrooms: 1 bedroom; measures: Value","Household Composition: One family only: All aged 65 and over; Bedrooms: 2 bedrooms; measures: Value","Household Composition: One family only: All aged 65 and over; Bedrooms: 3 bedrooms; measures: Value","Household Composition: One family only: All aged 65 and over; Bedrooms: 4 or more bedrooms; measures: Value","Household Composition: One family only: Married, same-sex civil partnership or cohabiting couple; Bedrooms: All categories: Number of bedrooms; measures: Value","Household Composition: One family only: Married, same-sex civil partnership or cohabiting couple; Bedrooms: 1 bedroom; measures: Value","Household Composition: One family only: Married, same-sex civil partnership or cohabiting couple; Bedrooms: 2 bedrooms; measures: Value","Household Composition: One family only: Married, same-sex civil partnership or cohabiting couple; Bedrooms: 3 bedrooms; measures: Value","Household Composition: One family only: Married, same-sex civil partnership or cohabiting couple; Bedrooms: 4 or more bedrooms; measures: Value","Household Composition: One family only: Lone parent; Bedrooms: All categories: Number of bedrooms; measures: Value","Household Composition: One family only: Lone parent; Bedrooms: 1 bedroom; measures: Value","Household Composition: One family only: Lone parent; Bedrooms: 2 bedrooms; measures: Value","Household Composition: One family only: Lone parent; Bedrooms: 3 bedrooms; measures: Value","Household Composition: One family only: Lone parent; Bedrooms: 4 or more bedrooms; measures: Value","Household Composition: Other household types; Bedrooms: All categories: Number of bedrooms; measures: Value","Household Composition: Other household types; Bedrooms: 1 bedroom; measures: Value","Household Composition: Other household types; Bedrooms: 2 bedrooms; measures: Value","Household Composition: Other household types; Bedrooms: 3 bedrooms; measures: Value","Household Composition: Other household types; Bedrooms: 4 or more bedrooms; measures: Value"
"2011","E00042796","E00042796",120,1,42,66,11,29,0,17,12,0,88,1,24,52,11,10,0,5,5,0,70,1,18,41,10,8,0,1,6,1,3,0,1,2,0
"2011","E00042799","E00042799",119,6,88,20,5,58,5,48,4,1,60,1,39,16,4,4,0,3,0,1,39,0,21,15,3,17,1,15,1,0,1,0,1,0,0
"2011","E00042802","E00042802",130,0,76,50,4,25,0,19,6,0,102,0,55,43,4,17,0,13,4,0,77,0,39,35,3,8,0,3,4,1,3,0,2,1,0
"2011","E00042772","E00042772",131,0,49,54,28,33,0,23,8,2,88,0,23,44,21,14,0,7,7,0,63,0,14,32,17,11,0,2,5,4,10,0,3,2,5
"2011","E00042773","E00042773",118,3,61,53,1,38,3,25,10,0,76,0,34,41,1,23,0,17,6,0,48,0,15,32,1,5,0,2,3,0,4,0,2,2,0
"2011","E00042781","E00042781",119,30,28,48,13,54,29,10,13,2,62,1,18,33,10,10,0,5,5,0,48,1,12,25,10,4,0,1,3,0,3,0,0,2,1
"2011","E00042784","E00042784",123,14,70,30,9,53,8,33,11,1,67,6,36,19,6,23,4,19,0,0,37,1,14,16,6,7,1,3,3,0,3,0,1,0,2
"2011","E00042794","E00042794",143,12,13,104,14,39,11,6,22,0,101,1,7,80,13,14,0,2,11,1,77,1,4,61,11,10,0,1,8,1,3,0,0,2,1
"2011","E00042780","E00042780",115,1,23,72,19,24,1,10,12,1,82,0,12,56,14,16,0,2,14,0,62,0,9,41,12,4,0,1,1,2,9,0,1,4,4
"2011","E00042782","E00042782",115,2,14,79,20,20,0,3,17,0,89,2,11,58,18,12,0,2,9,1,71,2,9,45,15,6,0,0,4,2,6,0,0,4,2
"2011","E00042783","E00042783",142,27,28,79,8,58,26,11,20,1,80,1,17,57,5,15,1,4,9,1,47,0,9,37,1,18,0,4,11,3,4,0,0,2,2
"2011","E00042785","E00042785",107,1,49,47,10,34,1,16,15,2,71,0,32,31,8,18,0,13,4,1,45,0,17,21,7,8,0,2,6,0,2,0,1,1,0
"2011","E00042786","E00042786",124,0,18,90,16,21,0,5,15,1,98,0,13,71,14,7,0,4,2,1,87,0,9,65,13,4,0,0,4,0,5,0,0,4,1
"2011","E00042774","E00042774",106,3,65,34,4,42,2,30,9,1,60,1,35,21,3,5,0,2,1,2,23,1,12,9,1,32,0,21,11,0,4,0,0,4,0
"2011","E00042789","E00042789",136,0,89,39,8,37,0,34,1,2,94,0,52,37,5,16,0,13,3,0,73,0,37,32,4,5,0,2,2,1,5,0,3,1,1
"2011","E00042791","E00042791",112,2,56,51,3,31,2,25,4,0,66,0,26,38,2,0,0,0,0,0,35,0,10,24,1,31,0,16,14,1,15,0,5,9,1
"2011","E00042792","E00042792",131,3,82,43,3,40,1,27,12,0,83,2,52,26,3,1,0,1,0,0,45,0,28,15,2,37,2,23,11,1,8,0,3,5,0
"2011","E00042795","E00042795",144,15,31,86,12,35,7,14,14,0,99,8,14,68,9,18,5,4,8,1,66,3,7,50,6,15,0,3,10,2,10,0,3,4,3
"2011","E00042775","E00042775",144,1,46,91,6,39,1,19,19,0,90,0,25,61,4,3,0,0,3,0,59,0,16,40,3,28,0,9,18,1,15,0,2,11,2
"2011","E00042787","E00042787",233,70,138,23,2,172,65,99,8,0,57,4,36,15,2,8,0,3,5,0,35,1,24,8,2,14,3,9,2,0,4,1,3,0,0
"2011","E00042788","E00042788",171,36,71,61,3,115,32,56,25,2,49,3,14,32,0,7,1,2,4,0,33,1,11,21,0,9,1,1,7,0,7,1,1,4,1
"2011","E00042790","E00042790",132,48,14,56,14,78,45,7,26,0,50,3,7,26,14,9,3,2,4,0,26,0,3,12,11,15,0,2,10,3,4,0,0,4,0
"2011","E00042793","E00042793",101,1,7,90,3,15,1,1,13,0,78,0,5,70,3,4,0,0,4,0,51,0,2,48,1,23,0,3,18,2,8,0,1,7,0
"2011","E00042517","E00042517",129,23,61,34,11,57,21,32,4,0,69,2,27,30,10,13,0,6,5,2,52,1,21,23,7,4,1,0,2,1,3,0,2,0,1
"2011","E00042522","E00042522",151,6,68,50,27,51,3,35,11,2,97,3,32,38,24,6,0,5,1,0,80,3,21,32,24,11,0,6,5,0,3,0,1,1,1
"2011","E00042542","E00042542",124,19,25,61,19,39,13,11,14,1,79,6,13,43,17,4,0,0,3,1,61,4,9,34,14,14,2,4,6,2,6,0,1,4,1
"2011","E00042543","E00042543",128,25,40,38,25,47,19,17,8,3,77,5,23,28,21,19,0,9,8,2,53,5,12,18,18,5,0,2,2,1,4,1,0,2,1
"2011","E00042546","E00042546",119,2,35,75,7,29,2,18,9,0,88,0,17,64,7,5,0,1,4,0,67,0,14,49,4,16,0,2,11,3,2,0,0,2,0
"2011","E00042516","E00042516",124,2,2,112,8,18,1,0,17,0,98,1,2,87,8,4,0,0,3,1,59,1,1,51,6,35,0,1,33,1,8,0,0,8,0
"2011","E00042521","E00042521",123,19,35,58,11,30,13,4,13,0,82,5,27,41,9,6,0,4,2,0,40,4,5,24,7,36,1,18,15,2,11,1,4,4,2
"2011","E00042525","E00042525",140,48,6,70,16,60,40,2,18,0,67,8,4,43,12,7,2,0,4,1,39,4,2,23,10,21,2,2,16,1,13,0,0,9,4
"2011","E00042545","E00042545",117,8,12,91,6,36,8,6,21,1,69,0,6,60,3,8,0,2,6,0,34,0,1,31,2,27,0,3,23,1,12,0,0,10,2
"2011","E00042523","E00042523",135,2,20,111,2,33,2,4,27,0,96,0,16,78,2,10,0,2,8,0,51,0,4,45,2,35,0,10,25,0,6,0,0,6,0
"2011","E00042524","E00042524",129,35,27,62,5,40,26,5,9,0,84,9,21,51,3,13,3,1,9,0,44,6,10,26,2,27,0,10,16,1,5,0,1,2,2
"2011","E00042526","E00042526",130,2,65,58,5,33,1,20,12,0,85,1,40,39,5,5,0,2,3,0,50,1,21,25,3,30,0,17,11,2,12,0,5,7,0
"2011","E00042527","E00042527",125,12,74,30,9,58,9,40,7,2,63,3,32,22,6,4,0,1,2,1,44,0,26,14,4,15,3,5,6,1,4,0,2,1,1
"2011","E00042528","E00042528",127,15,45,61,6,30,12,9,9,0,95,3,36,50,6,7,1,2,4,0,47,0,17,25,5,41,2,17,21,1,2,0,0,2,0
"2011","E00042519","E00042519",120,1,16,92,11,26,1,10,15,0,81,0,4,67,10,2,0,0,1,1,59,0,4,47,8,20,0,0,19,1,13,0,2,10,1
"2011","E00042539","E00042539",111,11,27,62,11,33,9,16,7,1,73,2,8,54,9,13,0,6,6,1,55,2,2,43,8,5,0,0,5,0,5,0,3,1,1
"2011","E00042540","E00042540",130,14,46,59,11,55,10,26,17,2,72,4,19,42,7,17,2,5,8,2,46,2,9,30,5,9,0,5,4,0,3,0,1,0,2
"2011","E00042541","E00042541",112,1,13,86,12,29,0,5,22,2,79,1,8,60,10,13,0,2,10,1,57,0,5,43,9,9,1,1,7,0,4,0,0,4,0
"2011","E00042544","E00042544",124,1,52,67,4,32,1,17,14,0,86,0,34,48,4,15,0,8,6,1,44,0,15,27,2,27,0,11,15,1,6,0,1,5,0
"2011","E00042530","E00042530",126,6,66,50,4,42,6,25,9,2,76,0,37,37,2,2,0,2,0,0,57,0,26,29,2,17,0,9,8,0,8,0,4,4,0
"2011","E00042533","E00042533",135,6,77,48,4,54,5,33,16,0,78,1,44,30,3,6,0,4,2,0,57,1,32,22,2,15,0,8,6,1,3,0,0,2,1
"2011","E00042534","E00042534",116,19,54,40,3,39,15,19,5,0,68,4,32,29,3,7,2,3,2,0,35,2,16,15,2,26,0,13,12,1,9,0,3,6,0
"2011","E00042536","E00042536",132,2,89,41,0,44,1,33,10,0,79,1,50,28,0,5,0,2,3,0,55,1,36,18,0,19,0,12,7,0,9,0,6,3,0
"2011","E00042537","E00042537",147,35,51,46,15,61,29,20,10,2,72,5,23,33,11,7,0,6,0,1,42,4,9,21,8,23,1,8,12,2,14,1,8,3,2
"2011","E00042513","E00042513",124,1,42,74,7,29,1,10,18,0,89,0,28,55,6,9,0,5,4,0,55,0,11,38,6,25,0,12,13,0,6,0,4,1,1
"2011","E00042514","E00042514",119,0,13,78,28,18,0,4,11,3,97,0,9,64,24,18,0,2,10,6,69,0,5,47,17,10,0,2,7,1,4,0,0,3,1
"2011","E00042518","E00042518",110,0,54,53,3,35,0,26,9,0,67,0,26,38,3,5,0,3,2,0,40,0,11,26,3,22,0,12,10,0,8,0,2,6,0
"2011","E00042520","E00042520",111,2,17,71,21,28,2,9,17,0,78,0,8,52,18,19,0,5,11,3,53,0,3,35,15,6,0,0,6,0,5,0,0,2,3
"2011","E00042529","E00042529",106,5,28,61,12,28,3,16,9,0,70,2,12,45,11,14,2,5,7,0,48,0,6,32,10,8,0,1,6,1,8,0,0,7,1
"2011","E00042515","E00042515",116,20,31,48,17,38,15,13,10,0,76,5,17,37,17,10,0,5,5,0,60,5,11,28,16,6,0,1,4,1,2,0,1,1,0
"2011","E00042531","E00042531",127,1,83,35,8,47,1,37,9,0,72,0,41,25,6,12,0,8,4,0,44,0,23,15,6,16,0,10,6,0,8,0,5,1,2
"2011","E00042532","E00042532",127,1,42,67,17,31,0,18,12,1,90,1,22,54,13,26,0,10,12,4,59,0,12,39,8,5,1,0,3,1,6,0,2,1,3
"2011","E00042535","E00042535",115,9,20,64,22,26,5,8,9,4,84,4,12,53,15,14,0,3,11,0,65,3,9,40,13,5,1,0,2,2,5,0,0,2,3
"2011","E00042538","E00042538",139,25,69,42,3,55,18,30,7,0,79,6,37,34,2,1,1,0,0,0,68,5,29,32,2,10,0,8,2,0,5,1,2,1,1
"2011","E00042582","E00042582",118,34,42,32,10,57,29,17,10,1,40,2,18,16,4,2,0,1,1,0,32,0,13,15,4,6,2,4,0,0,21,3,7,6,5
"2011","E00042606","E00042606",147,16,63,55,13,29,8,16,3,2,79,6,32,33,8,0,0,0,0,0,61,4,23,27,7,18,2,9,6,1,39,2,15,19,3
"2011","E00042607","E00042607",141,11,63,50,17,42,8,22,10,2,65,3,24,31,7,1,0,0,1,0,50,3,18,24,5,14,0,6,6,2,34,0,17,9,8
"2011","E00042608","E00042608",144,13,62,55,14,32,9,15,7,1,66,3,22,32,9,3,0,1,2,0,51,1,18,25,7,12,2,3,5,2,46,1,25,16,4
"2011","E00175584","E00175584",44,7,21,14,2,17,4,10,3,0,21,2,9,9,1,2,0,1,1,0,11,0,3,7,1,8,2,5,1,0,6,1,2,2,1
"2011","E00175600","E00175600",89,42,33,11,3,57,31,23,2,1,22,8,8,6,0,0,0,0,0,0,14,7,4,3,0,8,1,4,3,0,10,3,2,3,2
"2011","E00042578","E00042578",116,23,29,56,8,44,20,10,14,0,50,3,11,29,7,2,0,0,2,0,28,2,7,15,4,20,1,4,12,3,22,0,8,13,1
"2011","E00042587","E00042587",127,34,34,55,4,52,22,14,15,1,54,8,15,28,3,3,0,1,2,0,36,5,11,18,2,15,3,3,8,1,21,4,5,12,0
"2011","E00042588","E00042588",130,11,50,61,8,43,8,17,18,0,59,3,23,31,2,0,0,0,0,0,41,3,16,20,2,18,0,7,11,0,28,0,10,12,6
"2011","E00042591","E00042591",124,35,41,47,1,64,27,19,18,0,48,6,15,26,1,4,1,2,1,0,28,4,6,17,1,16,1,7,8,0,12,2,7,3,0
"2011","E00042592","E00042592",124,54,67,2,1,102,49,51,2,0,17,5,12,0,0,0,0,0,0,0,13,2,11,0,0,4,3,1,0,0,5,0,4,0,1
"2011","E00042593","E00042593",247,68,172,5,2,192,57,133,2,0,28,6,18,3,1,2,0,1,1,0,21,5,14,2,0,5,1,3,0,1,27,5,21,0,1
"2011","E00042874","E00042874",166,9,52,34,71,34,5,22,5,2,56,4,17,17,18,1,0,0,0,1,46,3,14,15,14,9,1,3,2,3,76,0,13,12,51
"2011","E00042875","E00042875",125,21,31,30,43,34,16,11,3,4,40,3,13,20,4,1,0,0,1,0,30,3,11,12,4,9,0,2,7,0,51,2,7,7,35
"2011","E00042899","E00042899",147,10,46,40,51,23,5,13,3,2,53,4,16,22,11,0,0,0,0,0,43,4,14,16,9,10,0,2,6,2,71,1,17,15,38
"2011","E00042903","E00042903",137,17,65,36,19,44,14,25,4,1,47,3,25,11,8,0,0,0,0,0,35,3,18,8,6,12,0,7,3,2,46,0,15,21,10
"2011","E00042893","E00042893",116,2,2,63,49,27,1,0,19,7,79,1,2,42,34,13,0,0,8,5,56,1,1,30,24,10,0,1,4,5,10,0,0,2,8
"2011","E00042894","E00042894",112,2,4,55,51,23,2,1,14,6,60,0,2,34,24,9,0,0,6,3,48,0,2,26,20,3,0,0,2,1,29,0,1,7,21
"2011","E00042895","E00042895",113,2,7,67,37,25,1,2,14,8,67,0,4,48,15,6,0,0,5,1,51,0,4,34,13,10,0,0,9,1,21,1,1,5,14
"2011","E00042896","E00042896",111,2,11,26,72,24,0,4,8,12,62,1,4,14,43,7,0,0,2,5,49,1,4,10,34,6,0,0,2,4,25,1,3,4,17
"2011","E00042897","E00042897",117,1,25,54,37,27,0,11,14,2,76,0,12,34,30,9,0,2,4,3,63,0,8,30,25,4,0,2,0,2,14,1,2,6,5
"2011","E00042878","E00042878",129,5,38,42,44,23,2,6,7,8,63,2,24,21,16,3,0,1,1,1,51,1,21,14,15,9,1,2,6,0,43,1,8,14,20
"2011","E00042879","E00042879",122,5,14,64,39,29,3,6,16,4,64,2,8,37,17,4,1,0,2,1,51,1,6,30,14,9,0,2,5,2,29,0,0,11,18
"2011","E00042898","E00042898",126,10,44,41,31,33,7,13,9,4,56,3,24,17,12,2,0,0,1,1,45,3,21,11,10,9,0,3,5,1,37,0,7,15,15
"2011","E00042902","E00042902",123,2,33,65,23,36,2,18,15,1,67,0,11,41,15,8,0,2,5,1,52,0,9,31,12,7,0,0,5,2,20,0,4,9,7
"2011","E00042596","E00042596",132,82,39,6,5,102,77,21,3,1,19,3,12,2,2,8,1,5,2,0,7,1,5,0,1,4,1,2,0,1,11,2,6,1,2
"2011","E00042598","E00042598",151,31,67,26,27,73,27,32,9,5,32,3,21,6,2,3,0,3,0,0,21,2,14,4,1,8,1,4,2,1,46,1,14,11,20
"2011","E00042600","E00042600",141,24,46,26,45,48,17,16,6,9,41,2,19,11,9,2,0,1,1,0,36,2,16,9,9,3,0,2,1,0,52,5,11,9,27
"2011","E00042873","E00042873",137,18,65,35,19,43,10,24,7,2,47,6,22,15,4,0,0,0,0,0,34,5,16,10,3,13,1,6,5,1,47,2,19,13,13
"2011","E00042877","E00042877",141,6,26,57,52,24,4,5,6,9,53,2,14,27,10,2,0,0,2,0,37,1,10,18,8,14,1,4,7,2,64,0,7,24,33
"2011","E00042900","E00042900",138,6,19,19,94,21,3,4,6,8,28,2,6,9,11,3,0,2,1,0,20,1,3,7,9,5,1,1,1,2,89,1,9,4,75
"2011","E00042901","E00042901",110,4,27,44,35,10,0,4,2,4,38,4,12,18,4,1,0,0,1,0,31,4,10,13,4,6,0,2,4,0,62,0,11,24,27
"2011","E00042665","E00042665",129,29,97,3,0,106,25,78,3,0,20,4,16,0,0,4,0,4,0,0,11,3,8,0,0,5,1,4,0,0,3,0,3,0,0
"2011","E00042669","E00042669",49,7,13,25,4,20,7,8,4,1,21,0,3,17,1,0,0,0,0,0,11,0,2,8,1,10,0,1,9,0,8,0,2,4,2
"2011","E00042670","E00042670",146,4,22,85,35,42,3,11,20,8,71,1,9,47,14,4,0,0,3,1,37,0,7,22,8,30,1,2,22,5,33,0,2,18,13
"2011","E00042673","E00042673",173,35,87,27,24,103,34,58,9,2,46,1,25,13,7,1,0,0,1,0,31,1,20,6,4,14,0,5,6,3,24,0,4,5,15
"2011","E00175556","E00175556",75,27,32,9,7,48,22,19,4,3,18,5,11,2,0,2,1,1,0,0,13,4,8,1,0,3,0,2,1,0,9,0,2,3,4
"2011","E00175557","E00175557",89,33,49,5,2,47,21,23,2,1,27,11,15,1,0,0,0,0,0,0,26,11,14,1,0,1,0,1,0,0,15,1,11,2,1
"2011","E00175588","E00175588",105,19,69,14,3,60,16,40,4,0,41,3,26,10,2,8,1,4,2,1,20,2,13,4,1,13,0,9,4,0,4,0,3,0,1
"2011","E00042645","E00042645",172,16,84,36,36,44,7,32,5,0,36,7,22,6,1,2,0,1,1,0,27,7,16,3,1,7,0,5,2,0,92,2,30,25,35
"2011","E00042646","E00042646",122,39,26,46,11,58,34,12,12,0,43,2,9,30,2,2,0,2,0,0,24,1,4,18,1,17,1,3,12,1,21,3,5,4,9
"2011","E00042661","E00042661",90,32,57,1,0,72,27,45,0,0,9,1,8,0,0,2,0,2,0,0,6,0,6,0,0,1,1,0,0,0,9,4,4,1,0
"2011","E00042671","E00042671",88,29,54,4,1,63,22,41,0,0,20,6,10,3,1,2,0,2,0,0,13,2,8,2,1,5,4,0,1,0,5,1,3,1,0
"2011","E00042672","E00042672",90,18,32,26,14,39,15,15,6,3,29,3,11,14,1,3,0,0,3,0,14,1,6,6,1,12,2,5,5,0,22,0,6,6,10
"2011","E00175555","E00175555",112,10,15,21,66,22,4,5,7,6,22,5,4,9,4,0,0,0,0,0,16,5,3,5,3,6,0,1,4,1,68,1,6,5,56
"2011","E00175594","E00175594",84,6,16,30,32,6,2,3,1,0,7,2,3,0,2,0,0,0,0,0,7,2,3,0,2,0,0,0,0,0,71,2,10,29,30
"2011","E00042643","E00042643",151,6,33,56,56,25,4,7,10,4,70,2,20,30,18,1,0,0,1,0,53,2,12,23,16,16,0,8,6,2,56,0,6,16,34
"2011","E00042644","E00042644",120,4,40,45,31,28,4,16,7,1,43,0,13,20,10,1,0,1,0,0,30,0,8,13,9,12,0,4,7,1,49,0,11,18,20
"2011","E00042651","E00042651",125,13,43,42,27,29,9,11,9,0,39,4,19,14,2,2,0,1,1,0,34,4,18,10,2,3,0,0,3,0,57,0,13,19,25
"2011","E00042654","E00042654",140,30,103,5,2,99,29,66,2,2,36,1,33,2,0,18,0,18,0,0,14,1,12,1,0,4,0,3,1,0,5,0,4,1,0
"2011","E00042663","E00042663",92,10,39,26,17,28,9,15,4,0,21,1,11,7,2,0,0,0,0,0,13,1,7,3,2,8,0,4,4,0,43,0,13,15,15
"2011","E00042667","E00042667",80,6,36,20,18,23,5,13,3,2,25,1,18,4,2,2,1,1,0,0,18,0,14,3,1,5,0,3,1,1,32,0,5,13,14
"2011","E00042652","E00042652",116,7,68,36,5,35,4,26,5,0,55,3,27,21,4,3,0,2,1,0,44,3,23,15,3,8,0,2,5,1,26,0,15,10,1
"2011","E00042656","E00042656",136,14,51,34,37,39,9,21,7,2,55,4,24,12,15,5,0,4,1,0,44,4,17,9,14,6,0,3,2,1,42,1,6,15,20
"2011","E00042657","E00042657",141,12,32,41,56,27,4,13,8,2,61,5,13,29,14,1,0,0,1,0,54,5,12,26,11,6,0,1,2,3,53,3,6,4,40
"2011","E00042659","E00042659",126,6,44,23,53,26,4,15,4,3,49,1,28,12,8,2,0,2,0,0,38,1,23,8,6,9,0,3,4,2,51,1,1,7,42
"2011","E00042662","E00042662",118,7,51,37,23,25,4,17,4,0,41,2,20,16,3,2,0,1,1,0,27,2,14,9,2,12,0,5,6,1,52,1,14,17,20
"2011","E00042647","E00042647",95,17,34,25,19,40,15,21,2,2,22,1,13,7,1,0,0,0,0,0,11,0,8,2,1,11,1,5,5,0,33,1,0,16,16
"2011","E00042658","E00042658",123,16,26,27,54,35,12,12,11,0,26,3,7,8,8,1,1,0,0,0,24,2,6,8,8,1,0,1,0,0,62,1,7,8,46
"2011","E00042664","E00042664",127,23,58,23,23,65,20,38,7,0,32,2,14,9,7,0,0,0,0,0,29,2,12,8,7,3,0,2,1,0,30,1,6,7,16
"2011","E00042666","E00042666",147,26,60,40,21,60,21,28,10,1,31,3,18,9,1,2,0,1,1,0,20,3,10,6,1,9,0,7,2,0,56,2,14,21,19
"2011","E00042668","E00042668",122,24,51,26,21,44,20,18,5,1,28,3,20,4,1,2,0,2,0,0,19,3,13,3,0,7,0,5,1,1,50,1,13,17,19
"2011","E00042674","E00042674",168,42,122,3,1,111,36,71,3,1,48,6,42,0,0,4,1,3,0,0,37,5,32,0,0,7,0,7,0,0,9,0,9,0,0
"2011","E00175560","E00175560",129,16,102,11,0,67,12,52,3,0,49,4,40,5,0,6,0,6,0,0,39,4,30,5,0,4,0,4,0,0,13,0,10,3,0
"2011","E00175563","E00175563",123,48,63,12,0,63,29,31,3,0,35,16,16,3,0,4,0,3,1,0,29,15,13,1,0,2,1,0,1,0,25,3,16,6,0
"2011","E00175580","E00175580",153,29,97,22,5,94,24,57,9,4,36,4,26,6,0,4,0,3,1,0,31,4,23,4,0,1,0,0,1,0,23,1,14,7,1
"2011","E00175583","E00175583",104,8,48,46,2,47,6,25,16,0,45,2,19,24,0,1,0,0,1,0,24,1,11,12,0,20,1,8,11,0,12,0,4,6,2
"2011","E00042677","E00042677",158,31,120,4,3,100,25,73,1,1,43,4,35,3,1,4,0,4,0,0,17,2,14,0,1,22,2,17,3,0,15,2,12,0,1
"2011","E00042679","E00042679",108,26,37,18,27,33,17,11,0,5,20,8,11,0,1,1,1,0,0,0,19,7,11,0,1,0,0,0,0,0,55,1,15,18,21
"2011","E00175578","E00175578",110,55,8,7,40,58,47,5,4,2,10,7,2,0,1,0,0,0,0,0,9,7,1,0,1,1,0,1,0,0,42,1,1,3,37
"2011","E00175579","E00175579",127,53,65,8,1,95,49,42,4,0,13,4,9,0,0,0,0,0,0,0,12,4,8,0,0,1,0,1,0,0,19,0,14,4,1
"2011","E00175593","E00175593",110,53,53,2,2,57,32,24,1,0,25,8,15,1,1,0,0,0,0,0,25,8,15,1,1,0,0,0,0,0,28,13,14,0,1
"2011","E00175595","E00175595",62,34,21,7,0,21,15,6,0,0,21,14,7,0,0,0,0,0,0,0,21,14,7,0,0,0,0,0,0,0,20,5,8,7,0
"2011","E00042597","E00042597",107,36,59,1,11,54,28,26,0,0,22,3,15,1,3,1,0,0,0,1,20,3,14,1,2,1,0,1,0,0,31,5,18,0,8
"2011","E00042599","E00042599",105,39,29,27,10,59,34,15,10,0,18,4,9,5,0,2,1,0,1,0,12,1,7,4,0,4,2,2,0,0,28,1,5,12,10
"2011","E00042604","E00042604",111,7,5,11,88,8,4,3,0,1,4,2,2,0,0,0,0,0,0,0,3,2,1,0,0,1,0,1,0,0,99,1,0,11,87
"2011","E00042605","E00042605",116,17,3,1,95,21,10,1,0,10,6,4,1,0,1,0,0,0,0,0,5,4,1,0,0,1,0,0,0,1,89,3,1,1,84
"2011","E00042577","E00042577",145,59,52,26,8,78,47,24,6,1,57,10,26,16,5,4,0,2,2,0,33,5,14,12,2,20,5,10,2,3,10,2,2,4,2
"2011","E00042584","E00042584",148,44,15,87,2,93,42,9,40,2,44,2,5,37,0,8,1,1,6,0,21,0,3,18,0,15,1,1,13,0,11,0,1,10,0
"2011","E00042594","E00042594",102,39,32,3,28,53,31,13,1,8,22,5,13,0,4,0,0,0,0,0,20,4,12,0,4,2,1,1,0,0,27,3,6,2,16
"2011","E00042595","E00042595",121,110,7,2,2,92,84,6,2,0,29,26,1,0,2,19,18,0,0,1,9,7,1,0,1,1,1,0,0,0,0,0,0,0,0
"2011","E00042601","E00042601",100,61,33,2,4,77,53,19,2,3,17,8,9,0,0,1,0,1,0,0,15,8,7,0,0,1,0,1,0,0,6,0,5,0,1
"2011","E00042609","E00042609",149,46,63,24,16,83,34,39,7,3,45,8,16,14,7,3,0,1,2,0,36,7,14,9,6,6,1,1,3,1,21,4,8,3,6
"2011","E00042579","E00042579",152,74,77,1,0,116,66,49,1,0,14,2,12,0,0,2,1,1,0,0,10,1,9,0,0,2,0,2,0,0,22,6,16,0,0
"2011","E00042580","E00042580",184,58,96,16,14,84,36,45,3,0,28,13,13,2,0,2,0,1,1,0,26,13,12,1,0,0,0,0,0,0,72,9,38,11,14
"2011","E00042583","E00042583",60,28,27,5,0,31,19,12,0,0,9,5,1,3,0,1,0,0,1,0,6,5,0,1,0,2,0,1,1,0,20,4,14,2,0
"2011","E00175564","E00175564",72,27,19,4,22,35,20,9,1,5,11,4,4,3,0,0,0,0,0,0,9,4,3,2,0,2,0,1,1,0,26,3,6,0,17
"2011","E00175574","E00175574",63,20,19,11,13,34,20,10,3,1,13,0,4,3,6,1,0,0,0,1,12,0,4,3,5,0,0,0,0,0,16,0,5,5,6
"2011","E00042576","E00042576",128,4,48,61,15,25,3,10,10,2,80,1,30,42,7,4,0,1,3,0,47,0,14,27,6,29,1,15,12,1,23,0,8,9,6
"2011","E00042581","E00042581",126,51,44,26,5,71,46,21,3,1,37,3,15,16,3,3,1,2,0,0,22,2,7,12,1,12,0,6,4,2,18,2,8,7,1
"2011","E00042585","E00042585",96,7,46,26,17,40,6,24,5,5,48,1,18,18,11,0,0,0,0,0,31,1,14,8,8,17,0,4,10,3,8,0,4,3,1
"2011","E00042586","E00042586",159,14,22,112,11,42,9,8,24,1,92,1,13,72,6,7,0,0,7,0,54,1,9,41,3,31,0,4,24,3,25,4,1,16,4
"2011","E00042589","E00042589",148,48,47,48,5,70,42,17,11,0,69,6,27,33,3,3,0,1,2,0,37,5,11,19,2,29,1,15,12,1,9,0,3,4,2
